min,mean,max,learning_rate,inertia,ff,opt,sp
[ 1.026391],[ 1.8571287],[ 1.90199059],0.007113117640155691,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.85388169],[ 1.90180406],0.007113117640155691,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.84805622],[ 1.90140243],0.007113117640155691,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.8375908],[ 1.90046228],0.007113117640155691,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88660927],[ 1.90263255],0.012649110640673518,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88647951],[ 1.90263218],0.012649110640673518,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88637832],[ 1.90263189],0.012649110640673518,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88619796],[ 1.90263134],0.012649110640673518,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88587591],[ 1.90263033],0.012649110640673518,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88529916],[ 1.90262834],0.012649110640673518,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88426121],[ 1.90262418],0.012649110640673518,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88237899],[ 1.90261454],0.012649110640673518,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.87892781],[ 1.90258873],0.012649110640673518,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.87250143],[ 1.90250697],0.012649110640673518,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89647697],[ 1.90264032],0.022493653007613964,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89637694],[ 1.90264024],0.022493653007613964,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89629865],[ 1.90264018],0.022493653007613964,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.8961585],[ 1.90264006],0.022493653007613964,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89611041],[ 1.90264031],0.022493653007613964,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89566675],[ 1.90263996],0.022493653007613964,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89529566],[ 1.90264025],0.022493653007613964,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89409284],[ 1.90263963],0.022493653007613964,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89248672],[ 1.90263965],0.022493653007613964,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88912511],[ 1.90263876],0.022493653007613964,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.9024179],[ 1.90264122],0.040000000000000001,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90238577],[ 1.90264115],0.040000000000000001,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90237693],[ 1.90264133],0.040000000000000001,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90232987],[ 1.90264126],0.040000000000000001,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90223693],[ 1.90264111],0.040000000000000001,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90207784],[ 1.90264114],0.040000000000000001,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90176954],[ 1.90264127],0.040000000000000001,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90096207],[ 1.90264101],0.040000000000000001,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89920338],[ 1.90264098],0.040000000000000001,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89450112],[ 1.90264084],0.040000000000000001,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88886928],[ 1.90264157],0.071131176401556917,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88916548],[ 1.90264156],0.071131176401556917,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88939229],[ 1.90264156],0.071131176401556917,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.88978782],[ 1.90264156],0.071131176401556917,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89046762],[ 1.90264156],0.071131176401556917,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89160733],[ 1.90264155],0.071131176401556917,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89344014],[ 1.90264153],0.071131176401556917,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.8961837],[ 1.9026415],0.071131176401556917,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.89969665],[ 1.90264144],0.071131176401556917,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.90112145],[ 1.90264124],0.071131176401556917,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.9883884],[ 1.99999991],0.12649110640673517,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.9880357],[ 1.9999999],0.12649110640673517,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98775762],[ 1.99999989],0.12649110640673517,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98725536],[ 1.99999987],0.12649110640673517,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98688412],[ 1.9999999],0.12649110640673517,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98580973],[ 1.99999991],0.12649110640673517,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98340634],[ 1.99999988],0.12649110640673517,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.97899281],[ 1.99999982],0.12649110640673517,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.97126461],[ 1.99999982],0.12649110640673517,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.94996685],[ 1.99999979],0.12649110640673517,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98340517],[ 1.99999998],0.22493653007613965,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98409818],[ 1.99999998],0.22493653007613965,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98462612],[ 1.99999998],0.22493653007613965,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98554076],[ 1.99999998],0.22493653007613965,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98709251],[ 1.99999997],0.22493653007613965,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.98962293],[ 1.99999996],0.22493653007613965,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.99341929],[ 1.99999995],0.22493653007613965,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.99807941],[ 1.99999998],0.22493653007613965,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.99690957],[ 1.99999617],0.22493653007613965,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.026391],[ 1.9822926],[ 1.99999891],0.22493653007613965,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -1.99921614e+41],[ -6.66405381e+40],[ 1.026391],0.40000000000000002,0.0,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -2.03587448e+41],[ -6.78624827e+40],[ 1.026391],0.40000000000000002,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -2.06485369e+41],[ -6.88284564e+40],[ 1.026391],0.40000000000000002,0.007113117640155691,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -2.11737472e+41],[ -7.05791574e+40],[ 1.026391],0.40000000000000002,0.012649110640673518,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -2.21397858e+41],[ -7.37992859e+40],[ 1.026391],0.40000000000000002,0.022493653007613964,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -2.39639106e+41],[ -7.98797019e+40],[ 1.026391],0.40000000000000002,0.040000000000000001,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -2.75726796e+41],[ -9.19089318e+40],[ 1.026391],0.40000000000000002,0.071131176401556917,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -3.53276205e+41],[ -1.17758735e+41],[ 1.026391],0.40000000000000002,0.12649110640673517,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -5.46195363e+41],[ -1.82065121e+41],[ 1.026391],0.40000000000000002,0.22493653007613965,Trimodal2D,SteepestDescent,-3.2999999999999998
[ -1.16736526e+42],[ -3.89121753e+41],[ 1.026391],0.40000000000000002,0.40000000000000002,Trimodal2D,SteepestDescent,-3.2999999999999998
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.007113117640155691,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.012649110640673518,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.022493653007613964,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.071131176401556917,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.12649110640673517,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.22493653007613965,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.89725494],[ 1.89725494],0.0,0.40000000000000002,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90100875],[ 1.90234085],0.0040000000000000001,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90100327],[ 1.90233753],0.0040000000000000001,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90099902],[ 1.90233495],0.0040000000000000001,0.007113117640155691,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90099147],[ 1.90233033],0.0040000000000000001,0.012649110640673518,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9009781],[ 1.90232208],0.0040000000000000001,0.022493653007613964,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9009545],[ 1.90230727],0.0040000000000000001,0.040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90091308],[ 1.90228054],0.0040000000000000001,0.071131176401556917,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90084117],[ 1.90223196],0.0040000000000000001,0.12649110640673517,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9007187],[ 1.90214304],0.0040000000000000001,0.22493653007613965,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90051729],[ 1.90198064],0.0040000000000000001,0.40000000000000002,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90171202],[ 1.90260448],0.007113117640155691,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90170824],[ 1.90260375],0.007113117640155691,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9017053],[ 1.90260318],0.007113117640155691,0.007113117640155691,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90170007],[ 1.90260214],0.007113117640155691,0.012649110640673518,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90169077],[ 1.90260026],0.007113117640155691,0.022493653007613964,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90167427],[ 1.9025968],0.007113117640155691,0.040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90164501],[ 1.90259027],0.007113117640155691,0.071131176401556917,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90159327],[ 1.90257749],0.007113117640155691,0.12649110640673517,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9015024],[ 1.90255121],0.007113117640155691,0.22493653007613965,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90134524],[ 1.90249425],0.007113117640155691,0.40000000000000002,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9020389],[ 1.90263679],0.012649110640673518,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90205121],[ 1.90263742],0.012649110640673518,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90204915],[ 1.90263732],0.012649110640673518,0.007113117640155691,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90204546],[ 1.90263714],0.012649110640673518,0.012649110640673518,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90203891],[ 1.90263681],0.012649110640673518,0.022493653007613964,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90204211],[ 1.90263699],0.012649110640673518,0.040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90203641],[ 1.90263672],0.012649110640673518,0.071131176401556917,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90201566],[ 1.90263561],0.012649110640673518,0.12649110640673517,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90199788],[ 1.90263467],0.012649110640673518,0.22493653007613965,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90193859],[ 1.9026305],0.012649110640673518,0.40000000000000002,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90220897],[ 1.90264018],0.022493653007613964,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90220663],[ 1.90264013],0.022493653007613964,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90220481],[ 1.90264008],0.022493653007613964,0.007113117640155691,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90221844],[ 1.90264043],0.022493653007613964,0.012649110640673518,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90221286],[ 1.90264031],0.022493653007613964,0.022493653007613964,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9022029],[ 1.90264008],0.022493653007613964,0.040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90220191],[ 1.90264011],0.022493653007613964,0.071131176401556917,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9021877],[ 1.90263982],0.022493653007613964,0.12649110640673517,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.9021673],[ 1.90263941],0.022493653007613964,0.22493653007613965,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90214141],[ 1.90263899],0.022493653007613964,0.40000000000000002,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90238721],[ 1.90264117],0.040000000000000001,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90238511],[ 1.90264115],0.040000000000000001,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90239959],[ 1.90264135],0.040000000000000001,0.007113117640155691,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90239685],[ 1.90264133],0.040000000000000001,0.012649110640673518,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90239195],[ 1.90264128],0.040000000000000001,0.022493653007613964,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90238313],[ 1.9026412],0.040000000000000001,0.040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90238329],[ 1.90264126],0.040000000000000001,0.071131176401556917,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90237166],[ 1.90264122],0.040000000000000001,0.12649110640673517,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90234014],[ 1.90264098],0.040000000000000001,0.22493653007613965,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90230654],[ 1.90264088],0.040000000000000001,0.40000000000000002,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90257156],[ 1.90264158],0.071131176401556917,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90257001],[ 1.90264158],0.071131176401556917,0.0040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90256879],[ 1.90264157],0.071131176401556917,0.007113117640155691,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90256659],[ 1.90264156],0.071131176401556917,0.012649110640673518,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90256261],[ 1.90264154],0.071131176401556917,0.022493653007613964,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90255529],[ 1.90264151],0.071131176401556917,0.040000000000000001,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90255154],[ 1.90264155],0.071131176401556917,0.071131176401556917,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90252754],[ 1.90264144],0.071131176401556917,0.12649110640673517,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90250607],[ 1.90264151],0.071131176401556917,0.22493653007613965,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90243638],[ 1.9026413],0.071131176401556917,0.40000000000000002,Trimodal2D,SteepestDescent,-3.0111111111111111
[ 1.89725494],[ 1.90264149],[ 1.90264162],0.12649110640673517,0.0,Trimodal2D,SteepestDescent,-3.0111111111111111
