min,mean,max,learning_rate,inertia,ff,opt,sp
[ 9.69320592],[ 12.23202551],[ 12.24511702],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.22642258],[ 12.24511746],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.22683192],[ 12.24510516],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.20516282],[ 12.24501765],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.20120968],[ 12.24489226],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.19766741],[ 12.24470084],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.19006003],[ 12.24392483],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.17030412],[ 12.23851859],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 12.09767967],[ 12.17836967],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 11.82598721],[ 11.86661156],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.69320592],[ 11.22041873],[ 11.82494852],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 9.59932259],[ 10.14934191],[ 11.82494852],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 6.58693663],[ 8.6486627],[ 11.82494852],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 4.89561431],[ 9.05922491],[ 12.13287902],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 4.86392895],[ 8.76212774],[ 12.13573556],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 4.84289545],[ 8.91499392],[ 12.13596965],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 4.79868494],[ 8.81076007],[ 12.14016681],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 4.73027497],[ 8.31808411],[ 12.1419186],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 4.60442461],[ 8.24801482],[ 12.14749694],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 4.38683718],[ 8.88712439],[ 12.15472205],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 3.96536967],[ 8.01132637],[ 12.16989604],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 2.68904892],[ 8.13908224],[ 12.21287246],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 1.20611729],[ 6.91495473],[ 12.21931175],0.071131176401556917,0.40000000000000002,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 5.12238939],[ 11.97533267],0.12649110640673517,0.0,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.07059115],[ 5.32579757],[ 11.52144002],0.12649110640673517,0.0040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 4.63639366],[ 12.07397786],0.12649110640673517,0.007113117640155691,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 4.39450991],[ 9.69320592],0.12649110640673517,0.012649110640673518,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 4.1512509],[ 9.69320592],0.12649110640673517,0.022493653007613964,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 4.41367266],[ 10.65719666],0.12649110640673517,0.040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 4.69212238],[ 11.0181285],0.12649110640673517,0.071131176401556917,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 4.6507863],[ 12.17885928],0.12649110640673517,0.12649110640673517,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.17517067],[ 4.06928331],[ 10.58197671],0.12649110640673517,0.22493653007613965,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.11367616],[ 4.29969701],[ 10.74925353],0.12649110640673517,0.40000000000000002,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.00142553],[ 0.33004335],[ 9.69320592],0.22493653007613965,0.0,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[ 0.00313555],[ 0.34642774],[ 9.69320592],0.22493653007613965,0.0040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-2.40854961],[ 0.4036306],[ 9.69320592],0.22493653007613965,0.007113117640155691,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-2.19800013],[ 0.62298943],[ 9.69320592],0.22493653007613965,0.012649110640673518,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-2.45796447],[ 0.44503853],[ 9.69320592],0.22493653007613965,0.022493653007613964,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-2.90956102],[ 2.09536196],[ 9.69320592],0.22493653007613965,0.040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-2.26677811],[ 0.28325146],[ 9.69320592],0.22493653007613965,0.071131176401556917,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-3.0078334],[ 0.41411337],[ 9.69320592],0.22493653007613965,0.12649110640673517,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-2.47535753],[ 1.16913191],[ 9.69320592],0.22493653007613965,0.22493653007613965,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-2.99784597],[ 2.50093127],[ 11.16983393],0.22493653007613965,0.40000000000000002,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.2214407],[-0.0049585],[ 9.69320592],0.40000000000000002,0.0,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.2214407],[-0.0052062],[ 9.69320592],0.40000000000000002,0.0040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.2214407],[-0.00540422],[ 9.69320592],0.40000000000000002,0.007113117640155691,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.2214407],[-0.00576828],[ 9.69320592],0.40000000000000002,0.012649110640673518,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.2214407],[-0.00645661],[ 9.69320592],0.40000000000000002,0.022493653007613964,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.2214407],[-0.007831],[ 9.69320592],0.40000000000000002,0.040000000000000001,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.2214407],[-0.01090502],[ 9.69320592],0.40000000000000002,0.071131176401556917,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-0.37265983],[-0.01960029],[ 9.69320592],0.40000000000000002,0.12649110640673517,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-1.20734243],[-0.04918733],[ 9.69320592],0.40000000000000002,0.22493653007613965,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-1.28307248],[ 1.56143973],[ 9.69320592],0.40000000000000002,0.40000000000000002,Plateau3D,SteepestDescent,[-0.21111111  1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-8.56307993],[-8.56307993],0.0,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.16185679],[-0.40161544],0.0040000000000000001,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.16880074],[-0.40411113],0.0040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.17420065],[-0.40605738],0.0040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.18379363],[-0.40952681],0.0040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.20082224],[-0.41572305],0.0040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.23100715],[-0.4268256],0.0040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.28437524],[-0.44683253],0.0040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.37828509],[-0.48323279],0.0040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.54207056],[-0.55049893],0.0040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-2.82292284],[-0.67774465],0.0040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.27431914],[-0.17107872],0.007113117640155691,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.27875321],[-0.17209545],0.007113117640155691,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.2822034],[-0.17288814],0.007113117640155691,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.28833717],[-0.17430079],0.007113117640155691,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.29923941],[-0.1768224],0.007113117640155691,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.31860922],[-0.18133662],0.007113117640155691,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.3529955],[-0.18945919],0.007113117640155691,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.41394041],[-0.20420272],0.007113117640155691,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.52158613],[-0.23136071],0.007113117640155691,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-1.71031488],[-0.28258564],0.007113117640155691,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.70047071],[-0.07671507],0.012649110640673518,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.70315312],[-0.07715244],0.012649110640673518,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.70524121],[-0.0774933],0.012649110640673518,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.70895534],[-0.07810047],0.012649110640673518,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.71556287],[-0.07918341],0.012649110640673518,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.72732123],[-0.08111938],0.012649110640673518,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.74825444],[-0.08459434],0.012649110640673518,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.78553994],[-0.09087582],0.012649110640673518,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.8519646],[-0.10236799],0.012649110640673518,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.97014622],[-0.12381556],0.012649110640673518,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.33788334],[-0.03587708],0.022493653007613964,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.33947645],[-0.03607616],0.022493653007613964,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.34071711],[-0.03623126],0.022493653007613964,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.34292502],[-0.03650741],0.022493653007613964,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.34685651],[-0.03699951],0.022493653007613964,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.3538639],[-0.03787795],0.022493653007613964,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.36637409],[-0.03945075],0.022493653007613964,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.38876613],[-0.04228184],0.022493653007613964,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.42899686],[-0.04742608],0.022493653007613964,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.50161809],[-0.05692384],0.022493653007613964,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.12949057],[-0.01730302],0.040000000000000001,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.13039316],[-0.0173985],0.040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.1310966],[-0.01747284],0.040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.13234963],[-0.0176051],0.040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.1345845],[-0.01784054],0.040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.13857949],[-0.01825998],0.040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.14574835],[-0.01900855],0.040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.158696],[-0.02034923],0.040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.18232847],[-0.02276738],0.040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.226196],[-0.02718612],0.040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0463406],[-0.00852464],0.071131176401556917,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.04682858],[-0.00857325],0.071131176401556917,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.04720944],[-0.00861105],0.071131176401556917,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.04788907],[-0.0086782],0.071131176401556917,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.04910502],[-0.00879743],0.071131176401556917,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.05129082],[-0.00900895],0.071131176401556917,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.05525268],[-0.00938398],0.071131176401556917,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0625397],[-0.01004935],0.071131176401556917,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.07630371],[-0.01123506],0.071131176401556917,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.10372412],[-0.01336931],0.071131176401556917,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.01958127],[-0.00428894],0.12649110640673517,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0198633],[-0.00431426],0.12649110640673517,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0200841],[-0.00433392],0.12649110640673517,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.02047958],[-0.00436876],0.12649110640673517,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.02119199],[-0.00443036],0.12649110640673517,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0224888],[-0.00453894],0.12649110640673517,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.02489604],[-0.00472942],0.12649110640673517,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.02954034],[-0.00506182],0.12649110640673517,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.03928455],[-0.0056365],0.12649110640673517,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.06429133],[-0.00655324],0.12649110640673517,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.00096113],[-0.00075322],0.22493653007613965,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0010082],[-0.00078269],0.22493653007613965,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.00104582],[-0.00080586],0.22493653007613965,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0011149],[-0.00084754],0.22493653007613965,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.00124459],[-0.00092292],0.22493653007613965,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.00149682],[-0.00105966],0.22493653007613965,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.00201271],[-0.0012464],0.22493653007613965,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.0031346],[-0.0012464],0.22493653007613965,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.00577723],[-0.0012464],0.22493653007613965,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[-0.01418099],[-0.0012464],0.22493653007613965,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -6.51675428e-10],[ -6.51675428e-10],0.40000000000000002,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -7.65348343e-10],[ -6.51675428e-10],0.40000000000000002,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -8.66463921e-10],[ -6.51675428e-10],0.40000000000000002,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -1.07926772e-09],[ -6.51675428e-10],0.40000000000000002,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -1.58782185e-09],[ -6.51675428e-10],0.40000000000000002,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -3.08171860e-09],[ -6.51675428e-10],0.40000000000000002,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -9.61167216e-09],[ -6.51675428e-10],0.40000000000000002,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -5.90414846e-08],[ -6.51675428e-10],0.40000000000000002,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -1.04289097e-06],[ -6.51675428e-10],0.40000000000000002,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-8.56307993],[ -8.46432362e-05],[ -6.51675428e-10],0.40000000000000002,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.9       ]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[-9.54368925],[-9.54368925],0.0,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.27686884],[ 5.1780263],0.0040000000000000001,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.26729171],[ 5.17800132],0.0040000000000000001,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.25982931],[ 5.17798144],0.0040000000000000001,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.24654043],[ 5.1779451],0.0040000000000000001,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.22285083],[ 5.17787731],0.0040000000000000001,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.18054408],[ 5.17774618],0.0040000000000000001,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 2.10476432],[ 5.17747637],0.0040000000000000001,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 1.96839811],[ 5.17685986],0.0040000000000000001,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 1.72141634],[ 5.17518134],0.0040000000000000001,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 1.27086824],[ 5.16907552],0.0040000000000000001,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.2866673],[ 5.17876048],0.007113117640155691,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.28119499],[ 5.17876004],0.007113117640155691,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.27692796],[ 5.17875969],0.007113117640155691,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.2693227],[ 5.17875903],0.007113117640155691,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.30046569],[ 5.17876051],0.007113117640155691,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.27671745],[ 5.17875853],0.007113117640155691,0.040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.27818558],[ 5.17875758],0.007113117640155691,0.071131176401556917,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.28839328],[ 5.1787566],0.007113117640155691,0.12649110640673517,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.27948603],[ 5.1787531],0.007113117640155691,0.22493653007613965,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.04789976],[ 5.17869965],0.007113117640155691,0.40000000000000002,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.44388149],[ 5.17876547],0.012649110640673518,0.0,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.43973046],[ 5.17876527],0.012649110640673518,0.0040000000000000001,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.43648973],[ 5.17876512],0.012649110640673518,0.007113117640155691,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.49793832],[ 5.17876627],0.012649110640673518,0.012649110640673518,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
[-9.54368925],[ 3.48798248],[ 5.17876593],0.012649110640673518,0.022493653007613964,Plateau3D,SteepestDescent,[ 0.21111111 -1.47777778]
